id;V-id_video;V-content;V-norm_bitrate;V-complexity;V-complexity_class;QoA_VLCresolution;QoA_VLCcaching;QoA_VLCbitrate;QoA_VLCframerate;QoA_VLCdropped;QoA_VLCaudiorate;QoA_VLCaudioloss; QoA_BUFFERINGtime;QoD_screen_size;id_user;QoU_age;QoU_sex;mos
1;82;Games;10.224898994402672;7.342974738675389;2;360;200;363.8888889;29.92592593;0;61.92592593;2;1055.732;1920x1200;55;22;women;3
2;83;Games;12.853567398049956;8.065626757294797;3;360;800;452.7777778;29.96296296;0;63.40740741;3;2196.701;1920x1200;60;20;men;4
3;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;1412;0;1;0;4;1197.139;1920x1200;50;26;women;1
4;22;Sports;18.99129562519022;9.298578866975943;3;720;400;2217.666667;26.37037037;12.33333333;39.2962963;12.22222222;823.512;1920x1200;11;26;men;2
5;52;Cartoons;7.801982650121881;6.488763492380295;1;720;400;3108.333333;29.88888889;0;43.51851852;1;1676.742;1920x1200;33;26;women;5
6;31;Documentary;5.3956730871217315;5.323968209279923;0;360;200;766;0;0;0;3;1152.22;1920x1200;18;25;men;1
7;22;Sports;18.99129562519022;9.298578866975943;3;720;400;1830.777778;29.81481481;0;43.62962963;1;2045.306;1920x1200;11;26;men;3
8;81;Games;12.242662262985103;7.91182450052908;2;360;200;926.6666667;31.22222222;1;63.55555556;3;1967.719;1366 x 768;53;26;women;3
9;32;Documentary;12.654185676416692;8.016248746371058;3;480;800;852.4444444;29.92592593;0;52;3;1844.696;1366 x 768;20;22;men;4
10;63;Lessons;2.182599744841972;2.4652661825137927;0;480;400;1545;0;0;0;3;759.317;1366 x 768;42;28;men;1
11;72;Movies;8.76286260877581;6.855607291109794;1;360;200;476;0;0;0;3;665.723;1366 x 768;45;26;women;1
12;13;News;5.411190697380056;5.333038831296158;0;480;400;1135.888889;29.88888889;0;55.74074074;3;1082.186;1366 x 768;4;21;women;4
13;42;Music;0.8546425304049192;-0.4961127182810612;0;720;1000;3350.222222;30.48148148;0;44.03703704;1;1501.158;1920x1200;28;21;men;5
14;43;Music;8.63852382999514;6.810469349964349;1;360;200;700.8888889;29.74074074;0;52.81481481;2;1649.248;1920x1200;29;29;men;5
15;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;3144.666667;29.81481481;0;43.2962963;2;1898.981;1920x1200;8;24;men;5
16;82;Games;10.224898994402672;7.342974738675389;2;360;200;446.8888889;29.59259259;0;61.55555556;3;2215.695;1920x1200;56;26;men;4
17;52;Cartoons;7.801982650121881;6.488763492380295;1;720;1000;1353.777778;29.74074074;0;43.62962963;1;1360.102;1920x1200;33;26;women;4
19;61;Lessons;0.554101976126302;-1.8648021890000708;0;720;1000;1762.222222;29.81481481;0;43.2962963;1;1509.289;1920x1200;37;31;women;5
20;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;1381;0;0;0;3;1075.226;1920x1200;50;26;women;1
21;13;News;5.411190697380056;5.333038831296158;0;240;800;364.5555556;29.96296296;0;38.33333333;2;1145.913;1920x1200;5;30;men;2
22;52;Cartoons;7.801982650121881;6.488763492380295;1;1080;400;2820.777778;30.07407407;0;43.92592593;1;720.411;1920x1200;33;26;women;3
23;53;Cartoons;9.197309181189583;7.008442081333783;2;720;400;2687.888889;29.7037037;0;43.81481481;1;775.245;1920x1200;35;22;men;4
24;63;Lessons;2.182599744841972;2.4652661825137927;0;144;400;75;10;0;21.51851852;0;1048.711;1366 x 768;42;28;men;2
25;13;News;5.411190697380056;5.333038831296158;0;240;200;421.2222222;30;0;38.33333333;2;1059.444;1920x1200;5;30;men;2
26;31;Documentary;5.3956730871217315;5.323968209279923;0;240;200;500.3333333;30;0;38.2962963;2;2359.543;1920x1200;18;25;men;3
27;51;Cartoons;5.227554283505409;5.223989463820752;0;1080;1000;2932.666667;30.07407407;0;44.03703704;1;1488.966;1366 x 768;31;25;men;5
28;82;Games;10.224898994402672;7.342974738675389;2;360;200;1303;0;0;0;3;1084.017;1920x1200;56;26;men;1
29;42;Music;0.8546425304049192;-0.4961127182810612;0;1080;1000;1841.777778;29.7037037;1;43.81481481;1;636.964;1920x1200;28;21;men;5
30;12;News;4.738728724540743;4.9139043460941805;0;240;200;306.6666667;30;0;38.33333333;2;1709.972;1366 x 768;2;21;men;2
31;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;444.7777778;30.92592593;0;62.96296296;2;1648.615;1920x1200;50;26;women;4
32;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;1000;1905.444444;29.74074074;1;43.96296296;7;2783.17;1920x1200;35;22;men;3
33;82;Games;10.224898994402672;7.342974738675389;2;360;200;790.5555556;31.07407407;0;44.96296296;3;1695.074;1920x1200;56;26;men;3
34;22;Sports;18.99129562519022;9.298578866975943;3;360;800;204;29.88888889;0;69.18518519;2;2498.275;1920x1200;11;26;men;3
35;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;851;30.51851852;0;64.62962963;3;3558.904;1920x1200;51;25;men;3
36;51;Cartoons;5.227554283505409;5.223989463820752;0;240;200;186.3333333;30;0;38.33333333;4;1068.687;1366 x 768;31;25;men;2
37;23;Sports;9.88465928124628;7.236085120119441;2;1080;1000;2846.888889;29.92592593;2;43.88888889;6;1873.029;1920x1200;14;24;men;3
38;81;Games;12.242662262985103;7.91182450052908;2;360;200;1105.333333;30.44444444;0;49.22222222;3;1944.497;1366 x 768;53;26;women;2
39;13;News;5.411190697380056;5.333038831296158;0;240;200;364.1111111;30;0;38.33333333;2;501.396;1920x1200;5;30;men;2
41;81;Games;12.242662262985103;7.91182450052908;2;360;200;450;29.51851852;0;61.55555556;3;2196.213;1366 x 768;53;26;women;4
42;72;Movies;8.76286260877581;6.855607291109794;1;144;100;87.11111111;1.074074074;21.88888889;21.92592593;0;2709.572;1366 x 768;45;26;women;1
43;82;Games;10.224898994402672;7.342974738675389;2;360;400;806.8888889;29.81481481;0;53.66666667;2;767.627;1920x1200;56;26;men;4
44;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;1000;3108.333333;29.85185185;0;43.55555556;1;1615.395;1920x1200;35;22;men;5
45;23;Sports;9.88465928124628;7.236085120119441;2;1080;1000;2744.666667;29.74074074;0;43.77777778;2;1873.946;1920x1200;15;30;women;5
46;83;Games;12.853567398049956;8.065626757294797;3;360;800;902.5555556;29.74074074;0;57.33333333;2;2834.217;1920x1200;60;20;men;5
47;13;News;5.411190697380056;5.333038831296158;0;360;400;744.6666667;29.92592593;0;65.62962963;2;1101.961;1920x1200;5;30;men;4
48;43;Music;8.63852382999514;6.810469349964349;1;1080;2000;1590.666667;30.25925926;0;44.03703704;1;1365.792;1920x1200;29;29;men;5
49;33;Documentary;9.53971310756348;7.123893193826178;2;720;400;3824.666667;29.74074074;0;43.77777778;1;718.762;1920x1200;23;26;women;5
50;72;Movies;8.76286260877581;6.855607291109794;1;1080;1000;1888.888889;20.66666667;3.666666667;30;7;962.772;1366 x 768;45;26;women;2
51;61;Lessons;0.554101976126302;-1.8648021890000708;0;720;400;424.3333333;28.74074074;0;42.03703704;1;2321.19;1920x1200;37;31;women;3
52;43;Music;8.63852382999514;6.810469349964349;1;480;400;770.3333333;29.77777778;0;58.40740741;2;2709.757;1920x1200;29;29;men;4
53;21;Sports;17.37365140192851;9.01738984183051;3;240;200;351.3333333;30;0;38.33333333;2;1539.965;1920x1200;8;24;men;3
54;32;Documentary;12.654185676416692;8.016248746371058;3;480;1000;758.8888889;29.92592593;0;65.62962963;2;1087.739;1366 x 768;20;22;men;5
55;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;1000;3093;29.81481481;2;43.2962963;2;1735.862;1920x1200;35;22;men;2
56;81;Games;12.242662262985103;7.91182450052908;2;360;200;2730;0;0;0;3;659.714;1366 x 768;53;26;women;1
57;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;2086.888889;15.77777778;18.44444444;24.03703704;13;1121.206;1920x1200;38;38;men;2
58;33;Documentary;9.53971310756348;7.123893193826178;2;1080;1000;1869.555556;29.88888889;0;43.51851852;1;1795.355;1920x1200;23;26;women;5
59;53;Cartoons;9.197309181189583;7.008442081333783;2;480;400;616.4444444;30.81481481;0;70.07407407;2;1542.743;1920x1200;35;22;men;3
60;12;News;4.738728724540743;4.9139043460941805;0;360;1000;1005.333333;31.07407407;0;83.07407407;3;1497.37;1366 x 768;2;21;men;3
61;22;Sports;18.99129562519022;9.298578866975943;3;720;400;1065.222222;29.85185185;0;43.88888889;2;1927.305;1920x1200;11;26;men;4
62;41;Music;12.175865536915449;7.894544315349986;2;240;400;318.2222222;30;0;38.33333333;4;1044.682;1366 x 768;26;36;men;2
63;82;Games;10.224898994402672;7.342974738675389;2;360;400;810.5555556;29.51851852;0;42.37037037;3;2808.765;1920x1200;57;24;men;3
64;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;803.1111111;29.81481481;0;53.62962963;2;2588.182;1920x1200;51;25;men;4
65;71;Movies;5.412066549907106;5.333550023964247;0;144;200;78.77777778;10;1;21.88888889;0;1907.431;1366 x 768;43;26;men;3
66;83;Games;12.853567398049956;8.065626757294797;3;360;200;2687.666667;29.77777778;0;43.7037037;1;1189.86;1920x1200;60;20;men;5
67;22;Sports;18.99129562519022;9.298578866975943;3;1080;1000;1597;29.55555556;0.333333333;43.55555556;1;2369.357;1920x1200;12;22;men;3
69;42;Music;0.8546425304049192;-0.4961127182810612;0;720;400;3283.222222;30.14814815;0;44.03703704;1;1467.713;1920x1200;28;21;men;4
71;31;Documentary;5.3956730871217315;5.323968209279923;0;240;200;345.1111111;30;0;38.33333333;2;1633.408;1920x1200;18;25;men;2
72;13;News;5.411190697380056;5.333038831296158;0;144;200;90.55555556;10;1;21.88888889;0;540.586;1920x1200;5;30;men;2
73;82;Games;10.224898994402672;7.342974738675389;2;360;200;310.1111111;29.7037037;0;59.33333333;3;2335.293;1920x1200;57;24;men;4
74;32;Documentary;12.654185676416692;8.016248746371058;3;240;200;409.3333333;30.14814815;0;38.48148148;2;1276.981;1366 x 768;20;22;men;2
75;12;News;4.738728724540743;4.9139043460941805;0;1080;1000;3210.777778;29.77777778;0;43.7037037;1;716.29;1366 x 768;2;21;men;5
76;13;News;5.411190697380056;5.333038831296158;0;240;400;304;30;0;38.33333333;2;891.274;1920x1200;5;30;men;3
77;42;Music;0.8546425304049192;-0.4961127182810612;0;360;200;2184;0;0;0;3;989.328;1920x1200;28;21;men;1
78;33;Documentary;9.53971310756348;7.123893193826178;2;720;400;1766.222222;28.88888889;0;41.88888889;1;545.903;1920x1200;23;26;women;5
79;31;Documentary;5.3956730871217315;5.323968209279923;0;720;400;3123.444444;30.07407407;0;44.03703704;1;1639.781;1920x1200;18;25;men;5
80;31;Documentary;5.3956730871217315;5.323968209279923;0;480;400;538;0;1;0;4;694.916;1920x1200;18;25;men;1
81;72;Movies;8.76286260877581;6.855607291109794;1;1080;1000;1822.888889;29.85185185;0;43.55555556;1;2022.031;1366 x 768;46;25;men;4
83;33;Documentary;9.53971310756348;7.123893193826178;2;720;400;3099;30.25925926;0;44.03703704;1;1328.185;1920x1200;24;24;men;4
84;22;Sports;18.99129562519022;9.298578866975943;3;360;200;2458.111111;5.444444444;0;8.888888889;2.666666667;2442.856;1920x1200;12;22;men;1
85;13;News;5.411190697380056;5.333038831296158;0;144;200;90.88888889;10;1;21.66666667;0;586.235;1920x1200;6;26;men;1
87;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;318.1111111;29.7037037;0;59.33333333;3;2558.23;1920x1200;51;25;men;3
88;51;Cartoons;5.227554283505409;5.223989463820752;0;480;400;2329;0;0;0;3;1246.399;1366 x 768;31;25;men;1
89;12;News;4.738728724540743;4.9139043460941805;0;720;1000;2874.666667;29.96296296;0;43.59259259;1;447.03;1366 x 768;2;21;men;5
90;71;Movies;5.412066549907106;5.333550023964247;0;360;200;813.5555556;29.85185185;0;63.48148148;3;2952.699;1366 x 768;43;26;men;5
91;12;News;4.738728724540743;4.9139043460941805;0;360;400;443.3333333;29.92592593;0;61.92592593;2;538.4;1366 x 768;2;21;men;4
92;12;News;4.738728724540743;4.9139043460941805;0;720;1000;1586;30.03703704;0;43.18518519;1;602.283;1366 x 768;2;21;men;4
93;52;Cartoons;7.801982650121881;6.488763492380295;1;1080;400;2028.888889;30.07407407;0;43.85185185;1;2327.325;1920x1200;33;26;women;4
94;52;Cartoons;7.801982650121881;6.488763492380295;1;144;400;76.44444444;9.740740741;0;21.48148148;0;2087.748;1920x1200;33;26;women;2
95;43;Music;8.63852382999514;6.810469349964349;1;720;400;2424.888889;29.51851852;2;43.81481481;3;1025.827;1920x1200;29;29;men;5
96;11;News;5.20932157565044;5.212953946263235;0;1080;1000;2618;28.81481481;5;42.11111111;3;596.462;1920x1200;1;25;men;3
97;63;Lessons;2.182599744841972;2.4652661825137927;0;240;1000;303.1111111;30;0;38.37037037;2;564.253;1366 x 768;42;28;men;2
98;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;2000;3092.888889;29.85185185;1;43.59259259;1;1693.849;1920x1200;38;38;men;5
99;53;Cartoons;9.197309181189583;7.008442081333783;2;144;200;92.77777778;10;1;21.66666667;0;729.169;1920x1200;35;22;men;2
100;22;Sports;18.99129562519022;9.298578866975943;3;720;400;1368;8.814814815;17.11111111;14.51851852;11.33333333;1306.417;1920x1200;12;22;men;2
101;82;Games;10.224898994402672;7.342974738675389;2;360;800;367.2222222;30.03703704;0;59.59259259;3;835.026;1920x1200;57;24;men;4
102;83;Games;12.853567398049956;8.065626757294797;3;360;200;1385;0;0;0;3;1322.793;1920x1200;60;20;men;1
103;82;Games;10.224898994402672;7.342974738675389;2;360;200;200.7777778;29.81481481;0;69.03703704;2;881.225;1920x1200;57;24;men;2
104;72;Movies;8.76286260877581;6.855607291109794;1;480;400;1000.888889;30.11111111;0;55.51851852;3;1547.453;1366 x 768;46;25;men;4
105;21;Sports;17.37365140192851;9.01738984183051;3;720;400;2552.333333;29.74074074;0;43.77777778;1;1143.107;1920x1200;8;24;men;4
107;32;Documentary;12.654185676416692;8.016248746371058;3;240;200;344;30.18518519;0;38.51851852;2;1713.21;1366 x 768;20;22;men;1
108;51;Cartoons;5.227554283505409;5.223989463820752;0;480;400;619;29.88888889;0;57.59259259;2;2405.398;1366 x 768;31;25;men;3
109;63;Lessons;2.182599744841972;2.4652661825137927;0;480;400;450;0;0;0;2;1158.132;1366 x 768;42;28;men;1
110;22;Sports;18.99129562519022;9.298578866975943;3;720;400;2479.444444;22.81481481;0.888888889;33.59259259;1;718.122;1920x1200;12;22;men;3
111;52;Cartoons;7.801982650121881;6.488763492380295;1;144;200;73.77777778;10;1;21.40740741;0;1454.093;1920x1200;33;26;women;2
112;32;Documentary;12.654185676416692;8.016248746371058;3;144;100;99.66666667;1.222222222;18.22222222;21.85185185;0;714.555;1366 x 768;20;22;men;1
114;11;News;5.20932157565044;5.212953946263235;0;480;1000;891.3333333;29.85185185;0;81.22222222;3;1287.57;1920x1200;1;25;men;3
115;72;Movies;8.76286260877581;6.855607291109794;1;144;100;86.77777778;1.074074074;20.88888889;21.88888889;0;665.388;1366 x 768;46;25;men;2
116;53;Cartoons;9.197309181189583;7.008442081333783;2;480;400;809.6666667;29.88888889;0;65.77777778;2;2844.71;1920x1200;35;22;men;3
117;41;Music;12.175865536915449;7.894544315349986;2;240;400;411.7777778;30.22222222;0;38.59259259;2;1218.745;1366 x 768;26;36;men;2
118;33;Documentary;9.53971310756348;7.123893193826178;2;720;400;2404.666667;29.74074074;0;43.77777778;1;728.132;1920x1200;24;24;men;5
119;41;Music;12.175865536915449;7.894544315349986;2;360;200;895.7777778;29.85185185;0;63.48148148;3;778.734;1366 x 768;26;36;men;4
120;62;Lessons;1.9414298662998701;2.095430591845744;0;360;200;700.8888889;31.14814815;0;55.59259259;2;1592.208;1920x1200;38;38;men;5
121;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;3021.666667;29.7037037;0;43.81481481;1;661.399;1920x1200;39;20;men;4
122;71;Movies;5.412066549907106;5.333550023964247;0;480;400;751;29.74074074;0;58;2;652.21;1366 x 768;43;26;men;4
123;21;Sports;17.37365140192851;9.01738984183051;3;360;200;1735.666667;29.85185185;0;43.55555556;1;2053.344;1920x1200;8;24;men;4
124;81;Games;12.242662262985103;7.91182450052908;2;360;200;453;0;0;0;3;822.037;1366 x 768;53;26;women;1
125;51;Cartoons;5.227554283505409;5.223989463820752;0;720;400;3217.222222;30.25925926;0;44.03703704;1;1565.619;1366 x 768;31;25;men;4
126;72;Movies;8.76286260877581;6.855607291109794;1;480;400;896.3333333;29.85185185;0;63.48148148;3;738.163;1366 x 768;46;25;men;5
127;82;Games;10.224898994402672;7.342974738675389;2;360;200;1015.555556;29.14814815;0;42.37037037;2;1288.56;1920x1200;57;24;men;4
128;22;Sports;18.99129562519022;9.298578866975943;3;240;200;443.5555556;30;0;38.2962963;2;2332.291;1920x1200;12;22;men;2
129;83;Games;12.853567398049956;8.065626757294797;3;360;200;1123;0;0;0;3;655.553;1920x1200;60;20;men;1
130;32;Documentary;12.654185676416692;8.016248746371058;3;240;200;383.8888889;30;0;38.2962963;2;1723.477;1366 x 768;20;22;men;2
131;72;Movies;8.76286260877581;6.855607291109794;1;144;100;108.4444444;1.555555556;18.66666667;21.81481481;0;1304.931;1366 x 768;46;25;men;1
132;31;Documentary;5.3956730871217315;5.323968209279923;0;720;400;1405.555556;11.18518519;13.22222222;16.44444444;7;1290.911;1920x1200;18;25;men;2
133;43;Music;8.63852382999514;6.810469349964349;1;480;400;889.2222222;29.62962963;0;44.96296296;3;789.343;1920x1200;29;29;men;3
134;83;Games;12.853567398049956;8.065626757294797;3;360;200;1010;0;0;0;3;644.928;1920x1200;60;20;men;1
135;22;Sports;18.99129562519022;9.298578866975943;3;1080;1000;2391.444444;26.74074074;5;39.59259259;7;3487.352;1920x1200;12;22;men;3
136;42;Music;0.8546425304049192;-0.4961127182810612;0;144;200;95.55555556;10;1;21.66666667;0;1832.803;1920x1200;28;21;men;2
137;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;400;3043.222222;30.07407407;0;43.92592593;1;652.865;1920x1200;39;20;men;3
138;63;Lessons;2.182599744841972;2.4652661825137927;0;1080;1000;1938.444444;30.25925926;0;44.03703704;1;1544.56;1366 x 768;42;28;men;4
139;42;Music;0.8546425304049192;-0.4961127182810612;0;240;200;299.7777778;30;0;38.33333333;2;2412.376;1920x1200;28;21;men;2
140;21;Sports;17.37365140192851;9.01738984183051;3;144;100;92.88888889;1.074074074;20.88888889;21.88888889;0;2343.074;1920x1200;9;25;men;2
141;32;Documentary;12.654185676416692;8.016248746371058;3;720;400;2994.888889;29.74074074;0;43.77777778;1;1170.235;1366 x 768;20;22;men;5
142;71;Movies;5.412066549907106;5.333550023964247;0;480;800;876.4444444;29.77777778;0;53.22222222;2;2006.618;1366 x 768;43;26;men;5
143;83;Games;12.853567398049956;8.065626757294797;3;360;400;703.6666667;29.77777778;0;52.81481481;2;3281.411;1920x1200;60;20;men;4
144;83;Games;12.853567398049956;8.065626757294797;3;360;200;449.1111111;29.59259259;0;61.55555556;3;2186.254;1920x1200;60;20;men;5
146;53;Cartoons;9.197309181189583;7.008442081333783;2;720;400;1783.666667;29.7037037;0;43.81481481;1;1110.214;1920x1200;35;22;men;5
147;23;Sports;9.88465928124628;7.236085120119441;2;240;200;2797.444444;27.44444444;6;39.62962963;10.88888889;2262.193;1920x1200;15;30;women;1
148;23;Sports;9.88465928124628;7.236085120119441;2;144;100;88.44444444;1.444444444;20.88888889;21.81481481;0;1088.653;1920x1200;15;30;women;1
149;43;Music;8.63852382999514;6.810469349964349;1;720;400;3161.333333;28.55555556;1;42.18518519;3;1077.726;1920x1200;29;29;men;5
151;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;895.7777778;29.85185185;0;63.48148148;3;711.457;1920x1200;51;25;men;4
153;72;Movies;8.76286260877581;6.855607291109794;1;720;400;1924.222222;25.74074074;4.666666667;37.62962963;9;1794.07;1366 x 768;46;25;men;1
154;21;Sports;17.37365140192851;9.01738984183051;3;720;400;3121.777778;30.07407407;0;43.85185185;2;1652.828;1920x1200;9;25;men;3
155;51;Cartoons;5.227554283505409;5.223989463820752;0;720;400;2250.777778;29.7037037;0;43.77777778;3;1099.507;1366 x 768;31;25;men;5
156;31;Documentary;5.3956730871217315;5.323968209279923;0;360;200;2784;0;0;0;3;670.621;1920x1200;19;27;women;1
158;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;1661.333333;29.85185185;0;43.59259259;1;2854.967;1920x1200;9;25;men;4
159;53;Cartoons;9.197309181189583;7.008442081333783;2;240;200;456.3333333;30;0;38.33333333;2;1032.797;1920x1200;36;24;women;2
160;81;Games;12.242662262985103;7.91182450052908;2;360;200;555;0;0;0;2;654.226;1366 x 768;53;26;women;1
161;83;Games;12.853567398049956;8.065626757294797;3;360;400;978;29.51851852;0;50.74074074;3;1262.934;1366 x 768;61;27;women;4
163;12;News;4.738728724540743;4.9139043460941805;0;240;400;363.4444444;30;0;38.33333333;2;520.305;1366 x 768;2;21;men;3
164;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;1724.888889;30.07407407;2;44.03703704;5;2993.381;1920x1200;9;25;men;3
166;22;Sports;18.99129562519022;9.298578866975943;3;720;400;1242;10.74074074;3.666666667;17.7037037;10.11111111;3456.4223;1920x1200;12;22;men;2
167;42;Music;0.8546425304049192;-0.4961127182810612;0;720;400;2347.444444;27.07407407;14.55555556;40.85185185;2;2063.641;1920x1200;28;21;men;3
168;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;273;0;0;0;2;605.939;1920x1200;51;25;men;1
169;82;Games;10.224898994402672;7.342974738675389;2;360;800;888.2222222;30.2962963;0;44.48148148;2;2222.182;1920x1200;57;24;men;3
170;13;News;5.411190697380056;5.333038831296158;0;720;400;1755.555556;29.77777778;0;43.66666667;1;899.399;1920x1200;6;26;men;4
171;62;Lessons;1.9414298662998701;2.095430591845744;0;360;200;782.2222222;29.74074074;0;53.74074074;2;1042.303;1920x1200;39;20;men;4
172;82;Games;10.224898994402672;7.342974738675389;2;360;200;1152;0;0;0;3;773.254;1920x1200;57;24;men;1
173;51;Cartoons;5.227554283505409;5.223989463820752;0;144;200;88.77777778;10;1;21.40740741;0;1319.5;1366 x 768;31;25;men;2
174;41;Music;12.175865536915449;7.894544315349986;2;240;400;318.6666667;30;0;38.37037037;2;3066.02;1366 x 768;26;36;men;3
175;83;Games;12.853567398049956;8.065626757294797;3;360;200;440.3333333;29.92592593;0;61.51851852;2;2776.251;1366 x 768;61;27;women;5
178;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;1416;0;0;0;3;968.466;1920x1200;51;25;men;1
179;82;Games;10.224898994402672;7.342974738675389;2;360;200;778;29.48148148;0;42.40740741;3;1016.395;1920x1200;57;24;men;4
181;51;Cartoons;5.227554283505409;5.223989463820752;0;480;400;1001.666667;29.81481481;0;54.2962963;3;6113.899;1366 x 768;31;25;men;2
182;82;Games;10.224898994402672;7.342974738675389;2;360;200;392;0;1;0;3;509.958;1920x1200;58;28;women;1
184;82;Games;10.224898994402672;7.342974738675389;2;360;200;566;0;0;0;2;785.528;1920x1200;58;28;women;1
185;22;Sports;18.99129562519022;9.298578866975943;3;720;400;1163.888889;9.296296296;9.222222222;15.81481481;11.33333333;5412.4112;1920x1200;13;26;men;2
187;72;Movies;8.76286260877581;6.855607291109794;1;720;400;3654.666667;29.77777778;0;43.7037037;1;2225.68;1920x1200;47;22;women;4
188;81;Games;12.242662262985103;7.91182450052908;2;360;400;783.3333333;29.48148148;0;42.40740741;3;1041.158;1366 x 768;53;26;women;3
189;82;Games;10.224898994402672;7.342974738675389;2;360;400;812;29.51851852;0;0;0;2806.013;1920x1200;58;28;women;1
190;41;Music;12.175865536915449;7.894544315349986;2;360;400;810;30.77777778;0;47;3;1892.95;1366 x 768;26;36;men;3
191;62;Lessons;1.9414298662998701;2.095430591845744;0;240;200;365.5555556;30.14814815;0;38.48148148;2;1301.727;1920x1200;39;20;men;3
192;31;Documentary;5.3956730871217315;5.323968209279923;0;360;200;1409;0;0;0;2;1009.194;1920x1200;19;27;women;1
193;42;Music;0.8546425304049192;-0.4961127182810612;0;360;200;2535.333333;27.14814815;3.555555556;40.59259259;10;3135.661;1920x1200;28;21;men;2
194;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;1712.111111;29.77777778;0;43.7037037;1;2689.481;1920x1200;39;20;men;3
195;83;Games;12.853567398049956;8.065626757294797;3;360;800;1381;0;0;0;3;630.668;1366 x 768;61;27;women;1
196;13;News;5.411190697380056;5.333038831296158;0;720;400;2487.444444;28.66666667;0;42.25925926;1;1252.192;1920x1200;6;26;men;4
197;73;Movies;6.4222844656205185;5.874105731565194;0;360;400;1276;0;0;0;3;1121.814;1920x1200;51;25;men;1
198;41;Music;12.175865536915449;7.894544315349986;2;1080;1000;2899;29.85185185;1;43.55555556;1;1335.39;1366 x 768;26;36;men;5
199;33;Documentary;9.53971310756348;7.123893193826178;2;480;800;832.7777778;29.88888889;0;63.66666667;3;2873.703;1920x1200;24;24;men;4
200;13;News;5.411190697380056;5.333038831296158;0;144;200;96.11111111;10;1;21.66666667;0;1369.644;1920x1200;6;26;men;1
201;83;Games;12.853567398049956;8.065626757294797;3;360;200;770.3333333;29.77777778;0;58.40740741;2;1005.021;1366 x 768;61;27;women;4
202;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;2000;1579.111111;29.77777778;0;43.7037037;1;632.065;1920x1200;36;24;women;5
203;11;News;5.20932157565044;5.212953946263235;0;360;1000;700.8888889;31.11111111;0;55.59259259;2;559.115;1920x1200;1;25;men;3
204;42;Music;0.8546425304049192;-0.4961127182810612;0;1080;400;1754.888889;15.88888889;15.77777778;24.03703704;8.888888889;1105.843;1920x1200;29;29;men;1
205;72;Movies;8.76286260877581;6.855607291109794;1;144;100;89.66666667;0.740740741;21.55555556;21.55555556;0;1983.702;1920x1200;47;22;women;1
206;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;1000;2920;29.74074074;0;43.77777778;1;588.505;1920x1200;36;24;women;5
