id;V-id_video;V-content;V-norm_bitrate;V-complexity;V-complexity_class;QoA_VLCresolution;QoA_VLCcaching;QoA_VLCbitrate;QoA_VLCframerate;QoA_VLCdropped;QoA_VLCaudiorate;QoA_VLCaudioloss; QoA_BUFFERINGtime;QoD_screen_size;id_user;QoU_age;QoU_sex;mos
404;53;Cartoons;9.197309181189583;7.008442081333783;2;144;100;84.77777778;1.074074074;20.88888889;21.88888889;0;2544.04;1920x1200;36;24;women;2
405;41;Music;12.175865536915449;7.894544315349986;2;360;200;287;0;0;0;3;1197.205;1366 x 768;27;28;women;1
406;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;2300;0;0;0;3;835.721;1366 x 768;52;29;men;1
407;81;Games;12.242662262985103;7.91182450052908;2;360;200;1002.333333;30.03703704;0;43.2962963;1;1588.249;1920x1200;54;25;men;5
408;72;Movies;8.76286260877581;6.855607291109794;1;480;400;941;29.62962963;0;44.96296296;3;3056.192;1920x1200;48;25;men;3
409;82;Games;10.224898994402672;7.342974738675389;2;360;200;505.6666667;29.59259259;0;0;0;2259.87;1920x1200;59;23;women;2
410;13;News;5.411190697380056;5.333038831296158;0;144;200;92.55555556;10.03703704;1;22.14814815;0;1338.601;1920x1200;8;24;men;1
411;11;News;5.20932157565044;5.212953946263235;0;240;400;156.3333333;30;0;38.33333333;2;575.636;1920x1200;1;25;men;2
412;22;Sports;18.99129562519022;9.298578866975943;3;1080;1000;1204.888889;30.07407407;0;44.03703704;2;1335.978;1920x1200;13;26;men;5
413;71;Movies;5.412066549907106;5.333550023964247;0;480;800;806.5555556;29.77777778;0;53.66666667;2;671.528;1366 x 768;44;23;men;4
414;21;Sports;17.37365140192851;9.01738984183051;3;240;200;317.3333333;30;0;38.2962963;2;1708.293;1920x1200;10;27;men;2
415;81;Games;12.242662262985103;7.91182450052908;2;360;200;934.1111111;29.55555556;0;70.18518519;3;1834.702;1920x1200;54;25;men;4
416;11;News;5.20932157565044;5.212953946263235;0;480;1000;1302.444444;30;0;60.66666667;3;599.172;1920x1200;1;25;men;4
417;81;Games;12.242662262985103;7.91182450052908;2;360;200;1454;0;0;0;2;1015.641;1920x1200;55;22;women;1
418;43;Music;8.63852382999514;6.810469349964349;1;720;400;2687.555556;29.77777778;0;43.7037037;1;658.218;1366 x 768;30;21;men;4
419;32;Documentary;12.654185676416692;8.016248746371058;3;144;100;111.5555556;1.222222222;18.22222222;21.85185185;0;982.608;1920x1200;23;26;women;1
420;12;News;4.738728724540743;4.9139043460941805;0;480;400;919.8888889;29.92592593;0;65.62962963;2;574.033;1366 x 768;4;21;women;4
421;72;Movies;8.76286260877581;6.855607291109794;1;1080;1000;1414.555556;29.81481481;0;43.62962963;1;2029.11;1920x1200;48;25;men;5
422;51;Cartoons;5.227554283505409;5.223989463820752;0;720;400;1751.222222;29.81481481;2;43.96296296;4;2919.811;1366 x 768;32;23;men;5
423;23;Sports;9.88465928124628;7.236085120119441;2;720;400;2012.444444;30;0;43.40740741;1;1332.923;1366 x 768;16;22;men;5
424;73;Movies;6.4222844656205185;5.874105731565194;0;360;800;985.2222222;30.33333333;0;76.33333333;3;1778.228;1366 x 768;53;26;women;3
425;71;Movies;5.412066549907106;5.333550023964247;0;144;100;79.55555556;0.740740741;21.55555556;21.55555556;0;1816.789;1366 x 768;44;23;men;1
426;52;Cartoons;7.801982650121881;6.488763492380295;1;1080;1000;734.1111111;31.14814815;0;55.59259259;2;1861.49;1920x1200;35;22;men;4
427;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;810.5555556;29.92592593;0;52.07407407;3;775.282;1366 x 768;53;26;women;4
428;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;1399;0;0;0;2;1040.96;1366 x 768;53;26;women;1
429;62;Lessons;1.9414298662998701;2.095430591845744;0;480;800;904.4444444;29.92592593;1;63.48148148;3;2861.848;1920x1200;39;20;men;4
430;72;Movies;8.76286260877581;6.855607291109794;1;360;200;767;0;0;0;2;533.909;1920x1200;49;24;men;1
434;82;Games;10.224898994402672;7.342974738675389;2;360;200;985;0;0;0;3;1376.622;1920x1200;60;20;men;1
435;63;Lessons;2.182599744841972;2.4652661825137927;0;720;400;3318.666667;29.74074074;0;43.77777778;1;876.498;1366 x 768;43;26;men;5
436;73;Movies;6.4222844656205185;5.874105731565194;0;360;400;1017.888889;30.33333333;0;76.33333333;3;1595.594;1366 x 768;53;26;women;4
437;13;News;5.411190697380056;5.333038831296158;0;240;200;344.6666667;30.18518519;0;38.51851852;2;1815.129;1920x1200;8;24;men;1
438;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;400;863.7777778;31.44444444;0;69.18518519;3;1451.494;1366 x 768;40;26;men;2
439;41;Music;12.175865536915449;7.894544315349986;2;240;400;339.6666667;30;0;38.33333333;2;2890.385;1366 x 768;27;28;women;2
440;43;Music;8.63852382999514;6.810469349964349;1;720;400;3146.222222;29.85185185;2.333333333;43.62962963;1;1485.352;1366 x 768;31;25;men;4
441;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;984.8888889;29.77777778;0;52.25925926;3;1261.429;1366 x 768;53;26;women;2
442;31;Documentary;5.3956730871217315;5.323968209279923;0;480;400;580;0;0;0;2;746.503;1920x1200;19;27;women;1
443;71;Movies;5.412066549907106;5.333550023964247;0;720;400;2146.333333;30.07407407;0;44.03703704;1;1170.338;1366 x 768;44;23;men;5
444;71;Movies;5.412066549907106;5.333550023964247;0;360;200;895.8888889;29.92592593;1;63.48148148;3;2821.01;1366 x 768;45;26;women;4
445;41;Music;12.175865536915449;7.894544315349986;2;144;100;103.6666667;1.444444444;20.88888889;21.81481481;0;1326.36;1366 x 768;27;28;women;1
446;13;News;5.411190697380056;5.333038831296158;0;240;200;314.2222222;30;0;38.33333333;2;1826.178;1920x1200;8;24;men;2
447;72;Movies;8.76286260877581;6.855607291109794;1;480;800;1029.333333;29.51851852;0;42.88888889;2;1203.986;1920x1200;49;24;men;3
448;31;Documentary;5.3956730871217315;5.323968209279923;0;144;100;86.77777778;1.074074074;20.88888889;21.88888889;0;1001.522;1920x1200;19;27;women;2
451;32;Documentary;12.654185676416692;8.016248746371058;3;1080;2000;871.6666667;30.25925926;0;44.03703704;1;1213.04;1920x1200;23;26;women;5
452;53;Cartoons;9.197309181189583;7.008442081333783;2;144;100;94.88888889;1.074074074;20.88888889;21.88888889;0;1038.499;1920x1200;36;24;women;2
453;23;Sports;9.88465928124628;7.236085120119441;2;480;400;2701;0;0;0;3;689.356;1366 x 768;16;22;men;1
454;32;Documentary;12.654185676416692;8.016248746371058;3;480;400;1116.888889;30.2962963;0;61.55555556;3;1543.019;1920x1200;23;26;women;4
455;72;Movies;8.76286260877581;6.855607291109794;1;720;400;1392.444444;10.66666667;7;15.96296296;6.888888889;1057.776;1920x1200;49;24;men;1
456;71;Movies;5.412066549907106;5.333550023964247;0;720;400;2482;29.74074074;2;43.81481481;2;1858.172;1366 x 768;45;26;women;4
457;53;Cartoons;9.197309181189583;7.008442081333783;2;720;400;2761.111111;29.88888889;0;43.51851852;1;1924.326;1920x1200;37;31;women;3
458;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;400;737;29.74074074;0;58;2;2779.669;1366 x 768;40;26;men;3
459;71;Movies;5.412066549907106;5.333550023964247;0;144;100;91.55555556;1.074074074;20.88888889;21.88888889;0;717.965;1366 x 768;45;26;women;1
460;11;News;5.20932157565044;5.212953946263235;0;360;400;650.3333333;29.62962963;0;59.18518519;2;1190.117;1920x1200;1;25;men;4
461;52;Cartoons;7.801982650121881;6.488763492380295;1;360;200;947.7777778;29.88888889;0;65.66666667;2;1978.932;1920x1200;35;22;men;3
464;82;Games;10.224898994402672;7.342974738675389;2;360;200;1006;0;0;0;3;622.7;1920x1200;60;20;men;1
465;51;Cartoons;5.227554283505409;5.223989463820752;0;480;400;580;0;0;0;3;975.405;1366 x 768;32;23;men;1
466;51;Cartoons;5.227554283505409;5.223989463820752;0;360;200;2362;0;0;0;3;1278.619;1366 x 768;32;23;men;1
468;11;News;5.20932157565044;5.212953946263235;0;720;400;1077.888889;29.92592593;0;43.51851852;1;1097.9;1920x1200;1;25;men;5
469;33;Documentary;9.53971310756348;7.123893193826178;2;360;400;632.3333333;29.62962963;0;57.07407407;2;2407.03;1920x1200;25;26;men;4
470;41;Music;12.175865536915449;7.894544315349986;2;480;400;1861;0;0;0;3;1061.518;1366 x 768;27;28;women;1
471;22;Sports;18.99129562519022;9.298578866975943;3;480;400;839.1111111;29.81481481;0;64.22222222;3;2771.956;1920x1200;14;24;men;3
472;13;News;5.411190697380056;5.333038831296158;0;720;400;2916.444444;30.14814815;0;44.03703704;1;1226.94;1920x1200;8;24;men;4
473;63;Lessons;2.182599744841972;2.4652661825137927;0;144;400;95.33333333;9.962962963;0;21.88888889;0;512.473;1366 x 768;43;26;men;3
474;51;Cartoons;5.227554283505409;5.223989463820752;0;360;200;459;0;0;0;2;1234.802;1366 x 768;32;23;men;1
475;83;Games;12.853567398049956;8.065626757294797;3;360;200;727.3333333;29.74074074;0;53.74074074;2;962.757;1920x1200;62;24;men;4
476;32;Documentary;12.654185676416692;8.016248746371058;3;360;200;902;0;1;0;3;689.529;1920x1200;23;26;women;1
477;61;Lessons;0.554101976126302;-1.8648021890000708;0;240;200;442.2222222;30;0;38.33333333;2;724.934;1920x1200;37;31;women;3
482;31;Documentary;5.3956730871217315;5.323968209279923;0;144;100;76.88888889;1.555555556;18.22222222;21.81481481;0;1547.906;1920x1200;19;27;women;1
483;31;Documentary;5.3956730871217315;5.323968209279923;0;1080;1000;3054.444444;28.85185185;0;41.92592593;1;3084.272;1920x1200;19;27;women;4
484;22;Sports;18.99129562519022;9.298578866975943;3;144;100;89.88888889;1.555555556;18.11111111;21.81481481;0;1458.915;1920x1200;14;24;men;1
485;52;Cartoons;7.801982650121881;6.488763492380295;1;360;200;1451;0;0;0;3;1236.361;1920x1200;35;22;men;2
486;63;Lessons;2.182599744841972;2.4652661825137927;0;144;100;98.88888889;1.074074074;21.88888889;21.92592593;0;610.096;1366 x 768;43;26;men;2
487;51;Cartoons;5.227554283505409;5.223989463820752;0;360;200;471;0;0;0;2;1270.084;1366 x 768;32;23;men;1
488;63;Lessons;2.182599744841972;2.4652661825137927;0;360;200;893.5555556;30.62962963;0;53.33333333;3;1660.442;1366 x 768;43;26;men;5
489;82;Games;10.224898994402672;7.342974738675389;2;360;200;584;0;1;42.25925926;13;784.72;1920x1200;60;20;men;1
490;12;News;4.738728724540743;4.9139043460941805;0;144;400;84.44444444;9.962962963;0;21.92592593;0;792.641;1366 x 768;4;21;women;1
491;42;Music;0.8546425304049192;-0.4961127182810612;0;1080;1000;1938.222222;30.07407407;1;44.03703704;1;1445.493;1920x1200;29;29;men;3
492;52;Cartoons;7.801982650121881;6.488763492380295;1;720;400;2081.444444;30.14814815;0;44.03703704;1;1298.506;1920x1200;35;22;men;5
493;22;Sports;18.99129562519022;9.298578866975943;3;1080;1000;2982.111111;28.74074074;1;42.03703704;3;1516.2;1920x1200;14;24;men;4
494;83;Games;12.853567398049956;8.065626757294797;3;360;200;776.5555556;30.59259259;0;43.88888889;3;1054.413;1920x1200;62;24;men;4
495;53;Cartoons;9.197309181189583;7.008442081333783;2;480;400;3283;29.88888889;0;43.51851852;1;1547.159;1920x1200;37;31;women;5
496;33;Documentary;9.53971310756348;7.123893193826178;2;1080;1000;3121.666667;29.7037037;0;43.81481481;1;954.621;1920x1200;25;26;men;5
497;61;Lessons;0.554101976126302;-1.8648021890000708;0;240;200;323.7777778;30;0;38.33333333;2;2038.391;1920x1200;37;31;women;3
499;71;Movies;5.412066549907106;5.333550023964247;0;1080;400;2846.555556;29.51851852;1;43.11111111;6;1646.916;1366 x 768;45;26;women;2
500;73;Movies;6.4222844656205185;5.874105731565194;0;360;800;863.1111111;29.7037037;0;64.59259259;2;2161.08;1366 x 768;53;26;women;5
501;42;Music;0.8546425304049192;-0.4961127182810612;0;144;100;103.8888889;1.074074074;20.88888889;20.92592593;0;1051.428;1920x1200;29;29;men;1
502;71;Movies;5.412066549907106;5.333550023964247;0;1080;1000;2552.444444;29.74074074;0;43.77777778;1;978.865;1366 x 768;45;26;women;5
503;12;News;4.738728724540743;4.9139043460941805;0;360;1000;836.6666667;29.77777778;0;53.22222222;2;422.669;1366 x 768;4;21;women;4
504;81;Games;12.242662262985103;7.91182450052908;2;360;200;516.4444444;29.59259259;0;60.25925926;3;1372.152;1920x1200;55;22;women;3
505;41;Music;12.175865536915449;7.894544315349986;2;240;400;2375;29.48148148;0;42.74074074;7;2037.039;1366 x 768;27;28;women;3
506;33;Documentary;9.53971310756348;7.123893193826178;2;240;200;366.8888889;29.88888889;0;38.25925926;4;2213.258;1920x1200;25;26;men;1
507;83;Games;12.853567398049956;8.065626757294797;3;360;200;821.2222222;30.77777778;0;59.40740741;2;4090.707;1920x1200;62;24;men;3
508;51;Cartoons;5.227554283505409;5.223989463820752;0;480;400;605.8888889;31.11111111;0;70.37037037;2;2728.567;1920x1200;33;26;women;4
509;83;Games;12.853567398049956;8.065626757294797;3;360;200;868.5555556;29.92592593;0;52;3;1865.455;1920x1200;62;24;men;5
512;81;Games;12.242662262985103;7.91182450052908;2;360;200;1108.111111;30;0;60.77777778;3;1220.959;1920x1200;55;22;women;4
513;71;Movies;5.412066549907106;5.333550023964247;0;1080;1000;2467.666667;21.88888889;24.11111111;32.55555556;9;2736.899;1366 x 768;45;26;women;2
515;22;Sports;18.99129562519022;9.298578866975943;3;144;100;102;1.444444444;20.88888889;21.81481481;0;1280.083;1920x1200;14;24;men;1
516;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;2000;2843;29.7037037;1;43.81481481;1;1093.742;1920x1200;37;31;women;5
517;52;Cartoons;7.801982650121881;6.488763492380295;1;1080;400;1762.222222;30.07407407;0;43.92592593;1;1110.417;1920x1200;35;22;men;3
518;53;Cartoons;9.197309181189583;7.008442081333783;2;360;200;727.3333333;29.74074074;0;53.74074074;2;1012.939;1920x1200;37;31;women;4
519;81;Games;12.242662262985103;7.91182450052908;2;360;200;982;0;0;0;4;787.318;1920x1200;55;22;women;1
520;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;618.4444444;28.77777778;0;64.85185185;2;1213.933;1366 x 768;53;26;women;5
521;23;Sports;9.88465928124628;7.236085120119441;2;360;200;2764;0;0;0;3;686.563;1366 x 768;16;22;men;1
522;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;2012.555556;29.92592593;0;43.44444444;1;1728.013;1920x1200;10;27;men;5
523;51;Cartoons;5.227554283505409;5.223989463820752;0;1080;1000;980.3333333;9.481481481;2.777777778;14.37037037;5;1034.647;1920x1200;33;26;women;3
524;13;News;5.411190697380056;5.333038831296158;0;1080;1000;1521;29.77777778;0;43.7037037;1;975.594;1920x1200;8;24;men;4
525;21;Sports;17.37365140192851;9.01738984183051;3;144;100;89.11111111;0.740740741;21.55555556;21.55555556;0;1817.461;1920x1200;10;27;men;1
526;22;Sports;18.99129562519022;9.298578866975943;3;240;200;361;30;0;38.33333333;2;2266.457;1920x1200;14;24;men;2
527;82;Games;10.224898994402672;7.342974738675389;2;360;200;785.4444444;30.92592593;0;47.51851852;3;2158.895;1920x1200;60;20;men;3
528;12;News;4.738728724540743;4.9139043460941805;0;360;1000;822.3333333;29.88888889;0;51.81481481;3;1217.759;1366 x 768;4;21;women;4
529;71;Movies;5.412066549907106;5.333550023964247;0;144;100;90.55555556;1.074074074;20.88888889;21.92592593;0;729.227;1366 x 768;45;26;women;1
530;31;Documentary;5.3956730871217315;5.323968209279923;0;144;200;90.11111111;10;1;21.88888889;0;2068.959;1920x1200;19;27;women;1
531;22;Sports;18.99129562519022;9.298578866975943;3;480;400;892.7777778;29.88888889;0;65.66666667;2;2563.727;1920x1200;14;24;men;4
532;62;Lessons;1.9414298662998701;2.095430591845744;0;144;200;95.77777778;10;1;21.66666667;0;951.672;1366 x 768;40;26;men;1
533;31;Documentary;5.3956730871217315;5.323968209279923;0;480;400;2772;0;0;0;3;655.096;1920x1200;19;27;women;1
534;72;Movies;8.76286260877581;6.855607291109794;1;360;200;928.6666667;30.44444444;0;60.25925926;2;1912.703;1920x1200;49;24;men;4
535;23;Sports;9.88465928124628;7.236085120119441;2;144;100;104.3333333;1.555555556;18.11111111;21.81481481;0;1055.866;1366 x 768;16;22;men;1
536;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;3318.777778;28.66666667;1;42.22222222;1;563.405;1366 x 768;41;25;men;3
537;22;Sports;18.99129562519022;9.298578866975943;3;720;400;3187;29.88888889;0;43.2962963;2;1870.403;1920x1200;14;24;men;3
538;81;Games;12.242662262985103;7.91182450052908;2;360;800;452.8888889;29.88888889;0;62.81481481;3;2163.4;1920x1200;55;22;women;5
541;13;News;5.411190697380056;5.333038831296158;0;720;400;1822.888889;28.77777778;0;42;1;1883.739;1920x1200;8;24;men;4
543;33;Documentary;9.53971310756348;7.123893193826178;2;240;200;312.7777778;30;0;38.2962963;2;1384.107;1366 x 768;26;36;men;2
544;72;Movies;8.76286260877581;6.855607291109794;1;240;200;185.2222222;30.14814815;0;38.48148148;2;1296.786;1920x1200;49;24;men;1
545;31;Documentary;5.3956730871217315;5.323968209279923;0;1080;1000;1454.777778;29.74074074;1;43.77777778;2;1755.823;1920x1200;19;27;women;4
546;22;Sports;18.99129562519022;9.298578866975943;3;240;200;338.3333333;30;0;38.33333333;2;2229.419;1920x1200;14;24;men;2
547;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;896.3333333;29.85185185;0;63.48148148;3;790.212;1366 x 768;53;26;women;4
548;62;Lessons;1.9414298662998701;2.095430591845744;0;240;800;156.3333333;30;0;38.33333333;2;1877.414;1366 x 768;41;23;women;3
549;21;Sports;17.37365140192851;9.01738984183051;3;240;200;358.8888889;30;0;38.33333333;2;2593.529;1920x1200;10;27;men;2
550;42;Music;0.8546425304049192;-0.4961127182810612;0;144;400;82.77777778;10;0;21.51851852;0;1823.911;1920x1200;29;29;men;2
551;41;Music;12.175865536915449;7.894544315349986;2;720;400;2843;29.7037037;0;43.81481481;1;1112.17;1366 x 768;27;28;women;4
552;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;2822.444444;29.92592593;4;43.40740741;4;1372.002;1920x1200;11;26;men;5
553;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;1000;394.4444444;29.81481481;0;43.62962963;1;1855.355;1366 x 768;41;23;women;4
554;72;Movies;8.76286260877581;6.855607291109794;1;480;400;797;29.88888889;0;52;3;3351.38;1920x1200;49;24;men;4
555;53;Cartoons;9.197309181189583;7.008442081333783;2;240;200;306.8888889;30;0;38.2962963;2;1577.655;1920x1200;37;31;women;3
556;62;Lessons;1.9414298662998701;2.095430591845744;0;1080;1000;3186.888889;29.88888889;2;43.2962963;3;1633.372;1366 x 768;41;23;women;3
557;72;Movies;8.76286260877581;6.855607291109794;1;480;400;197.2222222;30.74074074;0;70.51851852;2;3855.408;1920x1200;49;24;men;2
558;22;Sports;18.99129562519022;9.298578866975943;3;240;200;322.8888889;28.88888889;0;36.92592593;2;3705.478;1920x1200;14;24;men;2
559;41;Music;12.175865536915449;7.894544315349986;2;240;1000;388.6666667;30.18518519;0;38.51851852;2;1476.2;1366 x 768;27;28;women;3
560;61;Lessons;0.554101976126302;-1.8648021890000708;0;1080;1000;1908.222222;12.40740741;3.111111111;19.48148148;14;1523.894;1920x1200;38;38;men;1
561;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;1602.666667;29.74074074;0;43.77777778;1;626.026;1366 x 768;41;23;women;3
563;72;Movies;8.76286260877581;6.855607291109794;1;720;400;961.2222222;5.518518519;8.777777778;9.703703704;6.555555556;1005.65;1920x1200;49;24;men;2
564;33;Documentary;9.53971310756348;7.123893193826178;2;144;400;91.77777778;10;0;21.51851852;0;1984.668;1366 x 768;26;36;men;1
565;73;Movies;6.4222844656205185;5.874105731565194;0;360;400;2636;0;0;0;2;646.934;1366 x 768;53;26;women;1
566;23;Sports;9.88465928124628;7.236085120119441;2;240;200;364.3333333;30;0;38.2962963;2;3618.367;1366 x 768;16;22;men;1
567;42;Music;0.8546425304049192;-0.4961127182810612;0;240;400;313;30;0;38.33333333;2;768.311;1920x1200;29;29;men;2
569;42;Music;0.8546425304049192;-0.4961127182810612;0;1080;1000;2084.888889;25.55555556;6.777777778;37.2962963;9;3663.935;1920x1200;29;29;men;2
570;63;Lessons;2.182599744841972;2.4652661825137927;0;1080;1000;3106.777778;29.92592593;0;43.48148148;1;1760.658;1366 x 768;43;26;men;4
571;31;Documentary;5.3956730871217315;5.323968209279923;0;240;200;303.1111111;30;0;38.37037037;2;1108.264;1920x1200;19;27;women;2
572;21;Sports;17.37365140192851;9.01738984183051;3;1080;1000;2822.444444;29.85185185;0.333333333;43.51851852;2;1207.852;1920x1200;11;26;men;5
573;72;Movies;8.76286260877581;6.855607291109794;1;144;400;74.22222222;10;0;21.44444444;0;1585.09;1920x1200;49;24;men;2
574;23;Sports;9.88465928124628;7.236085120119441;2;240;200;366.2222222;30;0;38.2962963;2;2193.024;1366 x 768;17;26;men;2
575;53;Cartoons;9.197309181189583;7.008442081333783;2;1080;2000;884.2222222;29.92592593;0;43.44444444;1;1703.875;1920x1200;37;31;women;5
576;13;News;5.411190697380056;5.333038831296158;0;144;100;88.66666667;1.555555556;18.11111111;21.81481481;0;1215.981;1920x1200;8;24;men;1
577;33;Documentary;9.53971310756348;7.123893193826178;2;720;400;1712.444444;29.88888889;0;43.51851852;1;1319.647;1366 x 768;26;36;men;4
578;43;Music;8.63852382999514;6.810469349964349;1;480;400;886.1111111;29.96296296;0;75.33333333;3;2183.59;1366 x 768;31;25;men;3
579;41;Music;12.175865536915449;7.894544315349986;2;240;1000;350.4444444;30;0;38.33333333;2;1826.748;1366 x 768;27;28;women;3
580;81;Games;12.242662262985103;7.91182450052908;2;360;400;2181;0;0;0;3;666.523;1920x1200;55;22;women;1
582;61;Lessons;0.554101976126302;-1.8648021890000708;0;480;400;452;0;0;0;3;707.336;1920x1200;38;38;men;1
583;12;News;4.738728724540743;4.9139043460941805;0;360;1000;1454.888889;30.96296296;0;49.55555556;3;621.099;1366 x 768;4;21;women;3
584;62;Lessons;1.9414298662998701;2.095430591845744;0;360;200;841.7777778;29.88888889;0;64.14814815;3;1827.471;1366 x 768;41;23;women;4
585;23;Sports;9.88465928124628;7.236085120119441;2;480;400;2645;0;0;0;3;741.629;1366 x 768;17;26;men;1
586;81;Games;12.242662262985103;7.91182450052908;2;360;800;955.5555556;29.62962963;0;45.11111111;3;1232.117;1920x1200;55;22;women;3
587;41;Music;12.175865536915449;7.894544315349986;2;144;400;75.88888889;10;0;21.51851852;0;1725.186;1366 x 768;27;28;women;2
588;32;Documentary;12.654185676416692;8.016248746371058;3;720;400;3534;29.92592593;0;43.51851852;1;580.354;1920x1200;23;26;women;5
589;62;Lessons;1.9414298662998701;2.095430591845744;0;720;400;1718.666667;29.88888889;0;43.59259259;1;869.969;1366 x 768;41;23;women;4
590;52;Cartoons;7.801982650121881;6.488763492380295;1;144;100;87.66666667;0.740740741;21.55555556;21.55555556;0;1727.069;1920x1200;35;22;men;2
591;72;Movies;8.76286260877581;6.855607291109794;1;720;400;1012.333333;29.74074074;0;43.77777778;1;3159.56;1920x1200;49;24;men;5
592;33;Documentary;9.53971310756348;7.123893193826178;2;1080;400;1861.666667;15.92592593;25.55555556;24;11;1179.973;1366 x 768;26;36;men;1
593;72;Movies;8.76286260877581;6.855607291109794;1;720;400;2394.666667;29.85185185;2;43.44444444;7;2665.427;1920x1200;50;26;women;3
594;81;Games;12.242662262985103;7.91182450052908;2;360;200;1078.111111;29.59259259;0;67.85185185;3;1258.436;1920x1200;55;22;women;3
595;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;2738;0;0;0;3;619.211;1366 x 768;53;26;women;1
596;62;Lessons;1.9414298662998701;2.095430591845744;0;240;800;369.8888889;30.51851852;0;38.96296296;2;1206.059;1366 x 768;41;23;women;3
597;43;Music;8.63852382999514;6.810469349964349;1;240;200;341.2222222;30.14814815;0;38.48148148;2;1435.306;1366 x 768;31;25;men;2
598;61;Lessons;0.554101976126302;-1.8648021890000708;0;240;200;313.1111111;30;0;38.33333333;2;1465.735;1920x1200;38;38;men;2
599;72;Movies;8.76286260877581;6.855607291109794;1;240;200;363.4444444;30;0;38.37037037;2;2841.198;1920x1200;50;26;women;2
600;52;Cartoons;7.801982650121881;6.488763492380295;1;1080;1000;1797.666667;17.03703704;9.333333333;26.44444444;6.888888889;1107.331;1920x1200;35;22;men;2
601;51;Cartoons;5.227554283505409;5.223989463820752;0;720;400;1579.111111;29.77777778;0;43.7037037;1;641.099;1920x1200;33;26;women;4
602;61;Lessons;0.554101976126302;-1.8648021890000708;0;240;200;345.1111111;30;0;38.33333333;2;1285.384;1920x1200;38;38;men;1
603;62;Lessons;1.9414298662998701;2.095430591845744;0;480;400;544.8888889;0;1;39.7037037;6;774.385;1366 x 768;41;23;women;3
604;62;Lessons;1.9414298662998701;2.095430591845744;0;240;200;310.4444444;30;0;38.2962963;2;977.356;1366 x 768;42;28;men;2
605;72;Movies;8.76286260877581;6.855607291109794;1;480;400;1014;0;0;0;3;496.878;1920x1200;50;26;women;1
606;23;Sports;9.88465928124628;7.236085120119441;2;480;400;803.8888889;29.81481481;0;53.62962963;2;2594.638;1366 x 768;17;26;men;4
608;73;Movies;6.4222844656205185;5.874105731565194;0;360;400;503.3333333;29.92592593;0;61.59259259;3;1181.208;1366 x 768;53;26;women;4
609;61;Lessons;0.554101976126302;-1.8648021890000708;0;480;400;785.4444444;30.92592593;0;47.51851852;3;1933.276;1920x1200;38;38;men;5
610;61;Lessons;0.554101976126302;-1.8648021890000708;0;480;400;202.6666667;29.85185185;0;68.55555556;2;750.629;1920x1200;38;38;men;1
611;73;Movies;6.4222844656205185;5.874105731565194;0;360;200;1072;0;0;0;2;1047.856;1366 x 768;53;26;women;1
612;23;Sports;9.88465928124628;7.236085120119441;2;1080;1000;2969.555556;29.03703704;3.888888889;43.48148148;10.88888889;1923.031;1366 x 768;17;26;men;2
613;52;Cartoons;7.801982650121881;6.488763492380295;1;240;200;318.4444444;30;0;38.33333333;4;870.918;1920x1200;35;22;men;2
614;51;Cartoons;5.227554283505409;5.223989463820752;0;144;100;82.44444444;0.740740741;21.55555556;21.55555556;0;3041.451;1920x1200;33;26;women;2
